age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
37,admin.,married,secondary,no,0,yes,no,cellular,9,dec,1,190,1,success,yes
79,retired,married,secondary,no,8304,no,no,cellular,9,dec,2,275,9,success,yes
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,1,185,5,other,yes
47,management,single,tertiary,no,4402,no,no,telephone,10,dec,1,190,1,other,yes
58,management,married,tertiary,no,256,no,no,cellular,10,dec,1,188,3,success,yes
72,retired,married,primary,no,3856,no,no,cellular,10,dec,4,115,1,other,yes
79,retired,married,primary,no,3025,no,no,cellular,11,dec,3,126,3,other,yes
30,technician,married,secondary,no,2326,no,no,cellular,14,dec,1,175,2,failure,yes
36,management,married,tertiary,no,925,no,no,cellular,14,dec,3,189,4,success,yes
29,student,single,secondary,no,459,no,no,cellular,15,dec,3,189,19,other,yes
29,management,single,tertiary,no,572,no,no,cellular,16,dec,1,195,1,success,yes
57,retired,married,secondary,no,5313,no,no,cellular,16,dec,2,196,1,success,yes
34,services,married,secondary,no,1337,no,no,cellular,17,dec,2,127,3,success,yes
27,student,single,secondary,no,538,no,no,cellular,18,dec,4,197,2,success,yes
50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,1,182,2,failure,yes
50,services,married,secondary,no,320,no,no,telephone,21,dec,3,315,4,success,yes
32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,1,189,1,success,yes
59,retired,married,primary,no,2074,no,no,cellular,21,dec,1,186,2,success,yes
68,retired,married,secondary,no,1443,no,no,telephone,21,dec,2,257,1,success,yes
64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,2,294,2,failure,yes
60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,1,188,9,success,yes
35,management,single,tertiary,no,538,no,no,cellular,22,dec,3,165,2,other,yes
72,retired,married,primary,no,4657,no,no,cellular,22,dec,3,309,5,success,yes
30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,1,203,1,success,yes
84,retired,married,secondary,no,81204,no,no,telephone,28,dec,1,313,2,other,yes
43,management,married,tertiary,no,3518,no,no,cellular,28,dec,2,196,2,success,yes
39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,1,210,2,success,yes
38,admin.,married,secondary,no,11303,no,no,cellular,28,dec,2,216,2,failure,yes
32,management,single,tertiary,no,718,yes,no,cellular,29,dec,1,197,1,success,yes
23,services,single,secondary,no,870,no,no,cellular,29,dec,1,176,4,success,yes
35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,3,209,3,success,yes
61,management,married,secondary,no,544,no,no,cellular,29,dec,3,200,9,success,yes
25,technician,single,secondary,no,139,no,yes,cellular,11,jan,1,91,1,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,1,192,2,success,yes
55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,1,192,2,success,yes
33,management,married,tertiary,no,6513,yes,no,cellular,11,jan,1,343,1,other,yes
73,retired,married,primary,no,1388,no,no,telephone,11,jan,2,83,1,success,yes
31,technician,single,secondary,no,2544,no,no,cellular,12,jan,1,279,2,success,yes
21,student,single,secondary,no,2488,no,no,telephone,12,jan,2,92,1,success,yes
28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,1,91,3,failure,yes
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jan,1,194,2,success,yes
70,retired,divorced,primary,no,482,no,no,telephone,14,jan,1,196,2,success,yes
62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,1,90,4,other,yes
59,technician,married,primary,no,4198,no,no,cellular,14,jan,1,91,10,success,yes
48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,1,282,4,success,yes
33,services,single,secondary,no,133,no,no,cellular,14,jan,2,274,1,success,yes
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,3,347,1,failure,yes
79,retired,married,primary,no,8556,no,no,telephone,18,jan,2,272,2,success,yes
64,retired,married,secondary,no,588,no,no,cellular,18,jan,1,91,2,failure,yes
42,technician,married,secondary,no,994,yes,no,cellular,18,jan,1,67,9,success,yes
47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,1,91,1,success,yes
66,retired,married,secondary,no,203,no,no,cellular,18,jan,1,195,1,success,yes
61,retired,married,secondary,no,86,no,no,cellular,25,jan,1,94,1,success,yes
27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,1,301,3,failure,yes
36,management,married,tertiary,no,203,no,no,cellular,25,jan,1,88,1,success,yes
38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,1,202,2,success,yes
77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1,95,2,success,yes
81,retired,married,primary,no,243,no,no,cellular,27,jan,1,92,1,success,yes
48,admin.,divorced,secondary,no,1180,no,no,cellular,27,jan,1,238,3,other,yes
52,services,married,secondary,no,992,yes,no,cellular,27,jan,1,92,2,success,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,4,92,4,success,yes
39,admin.,married,secondary,no,0,no,no,cellular,27,jan,1,436,10,failure,yes
36,student,single,tertiary,no,129,no,no,cellular,28,jan,1,93,1,success,yes
52,services,married,secondary,no,659,no,no,cellular,28,jan,4,93,1,success,yes
80,retired,married,primary,no,997,no,no,cellular,28,jan,1,91,3,success,yes
33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,1,83,3,success,yes
56,technician,married,tertiary,no,1181,no,no,cellular,28,jan,1,433,1,failure,yes
54,admin.,married,secondary,no,0,no,no,cellular,28,jan,1,98,2,failure,yes
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,1,91,4,success,yes
28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,3,142,6,success,yes
56,retired,divorced,primary,no,694,no,no,cellular,29,jan,1,102,1,other,yes
36,technician,married,tertiary,no,202,no,no,cellular,29,jan,1,120,3,failure,yes
66,retired,married,primary,no,3629,no,no,cellular,2,feb,1,172,2,other,yes
56,services,married,secondary,no,1989,no,no,cellular,3,feb,2,281,2,failure,yes
30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,1,93,1,other,yes
33,technician,married,secondary,no,303,yes,no,cellular,3,feb,1,301,5,success,yes
72,retired,married,primary,no,2600,no,no,cellular,3,feb,2,82,3,success,yes
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,1,92,4,failure,yes
37,admin.,single,secondary,no,728,no,no,cellular,3,feb,1,174,2,other,yes
52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,1,48,3,success,yes
37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,1,366,2,failure,yes
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,1,92,1,success,yes
68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,2,181,1,failure,yes
55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,2,94,3,success,yes
32,student,single,tertiary,no,0,no,no,cellular,4,feb,3,276,2,failure,yes
35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,6,97,12,other,yes
55,admin.,married,secondary,no,602,no,no,cellular,4,feb,2,150,6,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,1,184,6,success,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,1,176,1,failure,yes
80,retired,married,secondary,no,2354,no,no,telephone,4,feb,1,181,2,failure,yes
38,technician,married,secondary,no,318,no,no,cellular,4,feb,1,181,5,failure,yes
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,1,178,2,failure,yes
36,admin.,single,tertiary,no,994,no,no,cellular,5,feb,1,176,5,failure,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,2,64,2,success,yes
46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,2,129,3,other,yes
23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,2,280,8,failure,yes
67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,2,97,1,success,yes
30,management,married,tertiary,no,1996,no,no,cellular,8,feb,3,101,1,other,yes
22,student,single,secondary,no,216,no,no,cellular,8,feb,1,187,1,success,yes
45,admin.,married,secondary,no,1206,no,no,telephone,8,feb,1,446,3,failure,yes
35,management,married,tertiary,no,62,no,no,cellular,8,feb,2,185,2,failure,yes
33,student,married,secondary,no,1536,no,no,cellular,9,feb,1,92,3,success,yes
60,technician,married,secondary,no,824,yes,no,cellular,9,feb,1,558,7,other,yes
24,student,single,tertiary,no,235,no,no,cellular,9,feb,1,92,1,success,yes
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,1,92,1,success,yes
27,management,single,tertiary,no,390,no,no,cellular,9,feb,2,104,2,failure,yes
35,admin.,single,secondary,no,-32,no,yes,cellular,9,feb,4,182,5,failure,yes
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,2,183,2,failure,yes
53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,2,92,1,success,yes
23,student,single,secondary,no,480,no,no,cellular,9,feb,2,182,1,failure,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,2,92,3,success,yes
52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,1,92,13,success,yes
61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,2,92,5,success,yes
58,technician,married,secondary,no,589,yes,no,cellular,10,feb,3,183,6,success,yes
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,2,92,2,success,yes
34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,2,156,4,other,yes
58,management,married,secondary,no,2155,no,yes,cellular,10,feb,2,92,5,success,yes
39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,2,180,5,failure,yes
44,management,married,tertiary,no,1791,no,no,cellular,11,feb,1,190,1,success,yes
27,student,single,tertiary,no,5291,no,no,cellular,11,feb,1,91,4,success,yes
77,retired,married,secondary,no,638,no,no,cellular,11,feb,1,188,1,success,yes
76,retired,married,primary,no,3324,no,no,cellular,11,feb,1,90,4,success,yes
28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,1,174,4,success,yes
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,2,92,5,success,yes
59,technician,married,secondary,no,116,no,no,cellular,11,feb,1,183,7,success,yes
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,2,184,2,success,yes
35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,1,183,1,success,yes
60,retired,married,secondary,no,523,no,no,cellular,11,feb,1,182,3,success,yes
34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,feb,2,297,2,failure,yes
57,retired,married,primary,no,9367,no,no,cellular,11,feb,1,90,6,success,yes
75,retired,married,secondary,no,291,no,no,cellular,11,feb,1,183,1,failure,yes
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,1,181,3,failure,yes
36,technician,married,tertiary,no,341,no,no,cellular,12,feb,2,183,1,success,yes
29,technician,single,secondary,no,113,no,no,cellular,12,feb,2,183,4,success,yes
34,management,single,tertiary,no,13014,no,no,cellular,12,feb,1,183,1,success,yes
41,management,married,tertiary,no,27696,no,no,cellular,12,feb,2,184,3,success,yes
47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,2,182,4,other,yes
32,technician,married,secondary,no,3271,no,no,cellular,12,feb,1,374,1,other,yes
21,student,single,secondary,no,123,no,no,telephone,12,feb,5,93,2,success,yes
54,technician,married,secondary,no,10185,no,no,cellular,12,feb,1,186,3,success,yes
29,management,single,tertiary,no,1026,no,no,cellular,12,feb,2,92,2,success,yes
38,services,married,secondary,no,775,no,no,cellular,12,feb,3,182,2,success,yes
48,unemployed,married,secondary,no,926,no,no,cellular,15,feb,4,185,6,success,yes
46,management,married,tertiary,no,349,no,no,cellular,15,feb,2,616,1,failure,yes
32,technician,married,secondary,no,484,yes,no,cellular,15,feb,6,187,3,success,yes
37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,1,91,9,failure,yes
37,technician,single,tertiary,no,197,no,no,cellular,15,feb,1,91,2,success,yes
23,student,single,secondary,no,431,no,no,cellular,15,feb,3,186,2,success,yes
58,admin.,married,secondary,no,169,no,no,cellular,15,feb,1,91,4,success,yes
45,management,married,tertiary,no,226,yes,no,cellular,15,feb,4,185,6,success,yes
30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,1,95,2,success,yes
23,student,single,secondary,no,1234,no,no,cellular,15,feb,1,91,1,success,yes
34,management,married,tertiary,no,271,yes,no,cellular,15,feb,1,94,4,success,yes
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,15,feb,3,189,1,success,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,1,91,2,success,yes
52,technician,married,secondary,no,195,yes,no,cellular,18,feb,1,63,5,failure,yes
35,management,single,tertiary,no,681,no,no,cellular,18,feb,1,561,2,success,yes
66,retired,married,secondary,no,2326,no,yes,cellular,18,feb,1,181,1,success,yes
52,services,married,secondary,no,961,no,yes,cellular,18,feb,1,553,4,failure,yes
38,management,single,tertiary,no,455,yes,no,cellular,19,feb,2,555,6,success,yes
59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,4,94,2,success,yes
47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,1,262,7,success,yes
60,retired,divorced,secondary,no,1,no,no,cellular,19,feb,1,184,1,success,yes
39,management,single,tertiary,no,763,no,no,cellular,22,feb,1,189,1,failure,yes
80,housemaid,married,primary,no,0,no,no,cellular,23,feb,1,189,1,failure,yes
47,admin.,married,secondary,no,368,no,no,cellular,23,feb,1,187,5,success,yes
45,management,single,tertiary,no,483,no,no,cellular,23,feb,2,265,11,other,yes
37,unemployed,married,tertiary,no,7620,no,no,telephone,23,feb,1,176,6,failure,yes
29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,1,103,7,failure,yes
40,management,single,tertiary,no,0,yes,no,cellular,23,feb,2,182,6,failure,yes
20,student,single,secondary,no,215,no,no,cellular,24,feb,1,92,6,success,yes
48,housemaid,married,tertiary,no,5473,no,no,cellular,24,feb,2,184,2,success,yes
60,admin.,married,secondary,no,106,no,no,cellular,24,feb,1,187,4,success,yes
70,retired,married,primary,no,2346,no,no,cellular,24,feb,1,184,5,failure,yes
63,technician,married,secondary,no,973,no,no,cellular,25,feb,1,388,1,success,yes
59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1,461,1,failure,yes
22,student,single,secondary,no,948,no,no,telephone,25,feb,1,191,3,success,yes
52,technician,married,secondary,no,117,no,no,cellular,26,feb,3,186,6,success,yes
71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,1,171,1,success,yes
33,management,married,tertiary,no,71,no,no,cellular,26,feb,3,102,2,failure,yes
56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,1,192,4,success,yes
30,management,single,tertiary,no,5359,no,no,cellular,26,feb,1,191,3,success,yes
28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,1,89,11,failure,yes
28,technician,single,secondary,no,598,yes,no,cellular,2,mar,1,288,2,failure,yes
37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,1,152,2,success,yes
47,technician,married,primary,no,235,no,no,cellular,2,mar,2,203,1,other,yes
60,retired,divorced,tertiary,no,2,no,no,cellular,2,mar,4,390,2,other,yes
27,student,single,tertiary,no,311,no,no,telephone,2,mar,3,322,1,other,yes
25,student,single,secondary,no,154,no,no,cellular,3,mar,1,180,2,failure,yes
29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,1,86,5,failure,yes
32,management,single,tertiary,no,354,no,no,cellular,4,mar,2,133,5,other,yes
32,management,married,tertiary,no,2667,yes,no,cellular,4,mar,1,181,4,failure,yes
42,management,married,tertiary,no,144,no,no,cellular,4,mar,1,87,4,failure,yes
26,admin.,single,tertiary,no,760,yes,no,cellular,4,mar,2,281,5,success,yes
73,retired,single,secondary,no,1050,no,no,cellular,4,mar,3,181,2,failure,yes
26,student,single,secondary,no,5296,no,no,cellular,5,mar,1,205,1,failure,yes
64,retired,married,tertiary,no,1644,no,no,telephone,5,mar,4,179,4,success,yes
40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,1,91,6,other,yes
36,services,married,secondary,no,52,yes,no,cellular,5,mar,2,179,7,success,yes
33,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,2,278,1,success,yes
31,technician,married,tertiary,no,1570,yes,no,cellular,8,mar,4,286,1,failure,yes
59,unemployed,married,secondary,no,957,no,no,cellular,8,mar,1,89,2,success,yes
35,management,married,tertiary,no,2161,no,no,cellular,9,mar,2,181,3,success,yes
31,management,single,tertiary,no,147,no,no,cellular,9,mar,1,181,2,success,yes
35,technician,married,secondary,no,294,yes,no,cellular,9,mar,1,90,4,success,yes
34,management,married,tertiary,no,158,no,no,cellular,9,mar,3,181,6,success,yes
33,management,married,tertiary,no,0,yes,no,cellular,9,mar,1,326,1,success,yes
36,services,married,secondary,no,4721,no,no,cellular,9,mar,2,90,3,success,yes
51,blue-collar,married,primary,no,3764,no,no,telephone,9,mar,3,181,6,success,yes
52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,2,182,1,success,yes
39,management,married,tertiary,no,494,no,no,cellular,10,mar,2,478,3,failure,yes
80,retired,married,primary,no,155,no,no,telephone,12,mar,1,93,2,success,yes
72,retired,married,secondary,no,951,no,yes,cellular,12,mar,3,339,1,failure,yes
36,management,married,tertiary,no,495,no,no,cellular,12,mar,3,182,6,success,yes
74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,1,185,2,success,yes
35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,1,181,3,success,yes
82,retired,divorced,primary,no,0,no,no,telephone,15,mar,2,195,1,other,yes
38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,1,302,3,success,yes
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,1,91,2,success,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,mar,1,181,2,success,yes
64,retired,married,primary,no,2140,no,no,cellular,16,mar,3,155,2,failure,yes
46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,1,276,1,other,yes
46,management,married,tertiary,no,273,yes,no,cellular,18,mar,2,184,4,success,yes
59,management,married,tertiary,no,3342,no,no,cellular,18,mar,2,188,6,other,yes
35,technician,single,secondary,no,1227,no,no,cellular,18,mar,4,90,6,other,yes
31,management,single,tertiary,no,3384,no,no,cellular,22,mar,3,187,3,success,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,22,mar,2,181,4,success,yes
60,admin.,married,secondary,no,3735,no,no,cellular,22,mar,1,90,10,success,yes
54,management,married,secondary,no,2693,no,no,cellular,22,mar,1,188,6,other,yes
30,student,single,secondary,no,1681,no,no,cellular,23,mar,1,106,2,success,yes
43,services,married,secondary,no,774,no,no,cellular,25,mar,1,421,1,success,yes
62,management,married,tertiary,no,3371,no,no,cellular,25,mar,1,178,2,success,yes
57,management,married,tertiary,no,10583,no,no,cellular,25,mar,1,178,6,success,yes
47,management,single,tertiary,no,334,yes,no,cellular,26,mar,1,326,8,failure,yes
30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,2,90,2,success,yes
28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,3,342,1,failure,yes
57,management,divorced,tertiary,no,3287,no,no,cellular,30,mar,2,337,1,success,yes
23,services,single,secondary,no,488,no,no,cellular,30,mar,1,92,2,other,yes
80,retired,divorced,primary,no,235,no,no,cellular,31,mar,1,223,3,other,yes
47,management,married,tertiary,no,288,no,no,cellular,31,mar,1,181,1,success,yes
27,student,single,secondary,no,6036,no,no,cellular,31,mar,1,181,1,failure,yes
26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,1,350,1,success,yes
50,technician,divorced,secondary,no,0,no,no,cellular,1,apr,1,184,3,success,yes
84,retired,married,secondary,no,81204,no,no,telephone,1,apr,1,94,3,success,yes
47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,4,374,2,success,yes
54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,1,626,2,failure,yes
24,student,single,secondary,no,4126,no,no,cellular,5,apr,4,185,7,failure,yes
30,management,married,tertiary,no,102,yes,no,cellular,5,apr,7,426,3,other,yes
32,management,single,secondary,no,1088,yes,no,cellular,6,apr,1,363,2,success,yes
33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,1,363,1,failure,yes
33,management,single,tertiary,no,718,yes,no,cellular,6,apr,1,98,2,success,yes
27,technician,single,tertiary,no,-67,yes,no,cellular,6,apr,3,236,2,failure,yes
26,management,single,tertiary,no,1646,no,no,cellular,12,apr,4,206,5,success,yes
49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,1,182,2,failure,yes
32,management,single,tertiary,no,2016,no,no,cellular,13,apr,1,348,1,success,yes
36,management,single,tertiary,no,436,no,no,cellular,13,apr,1,595,2,failure,yes
38,management,married,tertiary,no,413,no,no,cellular,13,apr,1,179,2,failure,yes
23,student,single,secondary,no,107,no,no,cellular,13,apr,5,181,2,success,yes
44,services,married,primary,no,2557,yes,no,cellular,14,apr,1,181,8,success,yes
35,management,single,tertiary,no,2646,no,no,cellular,14,apr,8,183,2,success,yes
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,1,181,2,success,yes
59,technician,married,secondary,no,1,no,no,cellular,15,apr,2,378,3,failure,yes
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,1,311,4,success,yes
24,management,single,tertiary,no,736,yes,no,cellular,15,apr,2,246,2,other,yes
22,services,single,secondary,no,129,no,no,cellular,15,apr,2,181,1,success,yes
36,management,married,tertiary,no,-115,yes,no,cellular,16,apr,4,182,2,other,yes
22,student,single,primary,no,3472,no,no,cellular,19,apr,1,181,4,success,yes
30,student,single,tertiary,no,7529,no,no,cellular,20,apr,6,183,1,success,yes
55,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,1,181,3,success,yes
38,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,1,181,5,success,yes
39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,1,648,1,failure,yes
38,technician,single,secondary,no,1711,no,no,cellular,20,apr,3,202,1,success,yes
30,student,single,secondary,no,2046,no,no,telephone,21,apr,3,254,1,failure,yes
52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,2,182,1,success,yes
62,management,married,tertiary,no,997,no,no,cellular,22,apr,1,304,2,success,yes
40,technician,married,tertiary,no,206,no,no,cellular,23,apr,6,185,4,success,yes
42,self-employed,married,secondary,no,1216,yes,no,cellular,23,apr,1,521,1,failure,yes
73,retired,married,primary,no,796,no,no,cellular,23,apr,1,182,3,success,yes
41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,9,185,5,other,yes
46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,2,369,2,success,yes
35,technician,married,secondary,no,2779,no,no,cellular,26,apr,2,186,2,success,yes
26,management,single,tertiary,no,222,no,no,cellular,26,apr,1,334,1,failure,yes
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1,192,4,failure,yes
29,management,single,tertiary,no,1445,no,no,cellular,26,apr,2,143,2,success,yes
30,technician,single,tertiary,no,655,no,no,cellular,26,apr,1,202,2,success,yes
63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,1,180,7,failure,yes
37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,2,179,3,other,yes
26,management,single,tertiary,no,1438,no,no,cellular,27,apr,1,449,1,other,yes
69,retired,married,secondary,no,0,no,no,cellular,28,apr,2,126,2,other,yes
30,management,single,tertiary,no,697,no,no,cellular,28,apr,2,181,8,success,yes
64,retired,married,secondary,no,4787,no,no,cellular,28,apr,1,182,1,success,yes
55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,1,181,3,success,yes
41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,1,181,3,success,yes
63,retired,married,primary,no,12067,no,no,telephone,29,apr,1,191,1,failure,yes
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,3,426,1,other,yes
37,management,married,secondary,no,565,no,no,cellular,29,apr,1,398,1,success,yes
19,student,single,secondary,no,329,no,no,cellular,30,apr,1,190,2,success,yes
61,retired,divorced,secondary,no,4243,no,no,cellular,30,apr,1,182,2,success,yes
30,management,married,tertiary,no,4328,no,no,cellular,30,apr,3,189,11,other,yes
54,technician,married,tertiary,no,395,no,no,cellular,30,apr,1,183,2,success,yes
45,admin.,married,secondary,no,205,no,no,cellular,4,may,1,90,2,success,yes
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,1,89,3,success,yes
60,blue-collar,married,primary,no,5,no,no,cellular,4,may,1,95,2,success,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,1,88,4,success,yes
77,retired,married,tertiary,no,7802,no,no,telephone,4,may,1,92,2,success,yes
80,retired,married,primary,no,155,no,no,telephone,4,may,1,53,3,success,yes
33,admin.,married,tertiary,no,79,yes,no,cellular,5,may,1,195,4,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,1,90,7,success,yes
74,retired,married,secondary,no,935,no,no,cellular,5,may,1,99,2,failure,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,1,55,5,success,yes
37,technician,married,tertiary,no,88,no,no,cellular,6,may,1,90,3,other,yes
37,management,married,tertiary,no,2283,no,no,cellular,6,may,2,98,2,failure,yes
51,technician,married,tertiary,no,0,no,no,cellular,7,may,2,66,2,success,yes
35,management,married,tertiary,no,62,no,no,cellular,7,may,2,88,4,success,yes
53,management,married,tertiary,no,3634,no,no,cellular,7,may,4,88,8,success,yes
46,management,married,tertiary,no,273,yes,no,cellular,10,may,6,53,6,success,yes
78,retired,divorced,secondary,no,3417,no,no,cellular,12,may,1,181,1,success,yes
34,technician,married,secondary,no,133,no,no,cellular,12,may,2,181,3,success,yes
54,management,married,tertiary,no,1624,no,no,cellular,12,may,3,182,10,success,yes
33,services,married,secondary,no,386,no,no,cellular,12,may,1,181,5,success,yes
40,admin.,married,secondary,no,260,yes,no,cellular,13,may,1,181,5,success,yes
63,retired,divorced,tertiary,no,0,no,no,cellular,13,may,1,181,2,success,yes
37,management,married,tertiary,no,2987,yes,no,cellular,13,may,1,87,10,success,yes
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,2,182,3,success,yes
35,management,married,tertiary,no,8000,no,no,cellular,13,may,1,90,3,success,yes
68,retired,married,secondary,no,1146,no,no,cellular,13,may,1,71,5,success,yes
53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,1,84,1,other,yes
37,technician,single,tertiary,no,197,no,no,cellular,13,may,1,87,3,success,yes
58,admin.,married,secondary,no,169,no,no,cellular,13,may,3,87,5,success,yes
37,management,married,tertiary,no,393,yes,no,cellular,14,may,3,275,4,failure,yes
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,2,183,2,other,yes
34,admin.,married,secondary,no,920,no,no,cellular,14,may,3,179,3,success,yes
50,admin.,married,secondary,no,3608,yes,no,cellular,14,may,8,182,4,success,yes
56,management,married,primary,no,870,no,no,cellular,14,may,1,179,1,success,yes
57,retired,married,primary,no,9367,no,no,cellular,14,may,4,92,7,success,yes
29,unemployed,single,primary,no,1374,no,no,cellular,14,may,2,178,7,success,yes
75,retired,married,tertiary,no,6027,no,no,cellular,14,may,1,179,4,success,yes
46,management,married,tertiary,no,349,no,no,cellular,14,may,4,88,3,success,yes
27,student,single,tertiary,no,39,no,no,cellular,17,may,1,258,10,other,yes
52,management,married,tertiary,no,583,no,no,cellular,17,may,1,181,3,success,yes
38,management,married,tertiary,no,1276,no,no,cellular,17,may,2,182,3,success,yes
64,retired,married,secondary,no,1612,no,no,cellular,18,may,1,89,5,failure,yes
62,retired,married,secondary,no,3114,no,no,cellular,18,may,2,186,1,success,yes
41,admin.,married,tertiary,no,1,yes,no,telephone,18,may,2,361,3,failure,yes
